"x" "y" "z"
"875" 36.51199 35.64977 1
"876" 95.9559 53.45686 1
"877" 57.17443 44.73923 1
"878" 36.43292 39.4236 1
"879" 7.418255 28.87469 1
"880" 18.22392 32.65964 1
"881" 93.04611 55.90966 1
"882" 6.517177 25.14508 1
"883" 59.82047 44.37224 1
"884" 30.4922 30.94894 1
"885" 13.07134 30.13254 1
"886" 43.68195 38.5818 1
"887" 1.055925 19.34229 1
"888" 97.55954 54.08715 1
"889" 44.9606 38.80832 1
"890" 24.70053 30.3269 1
"891" 26.00594 35.4792 1
"892" 97.27406 54.65109 1
"893" 70.63152 51.0345 1
"894" 44.83269 41.09803 1
"895" 51.256 40.33107 1
"896" 35.39951 33.73695 1
"897" 22.7029 28.84681 1
"898" 70.31088 48.2711 1
"899" 1.457364 26.20899 1
"900" 1.733925 20.26596 1
"901" 18.41932 30.48632 1
"902" 98.17916 53.16171 1
"903" 19.1692 34.27364 1
"904" 4.890899 26.20723 1
"905" 39.13588 35.33098 1
"906" 42.73727 33.62216 1
"907" 73.52357 49.1296 1
"908" 62.54685 46.32721 1
"909" 6.034961 24.79779 1
"910" 73.91122 44.76785 1
"911" 68.41778 39.02221 1
"912" 9.921338 22.46689 1
"913" 26.30125 37.9495 1
"914" 57.49216 42.05292 1
"915" 16.28695 35.21983 1
"916" 50.54054 42.58982 1
"917" 22.94341 38.4842 1
"918" 14.52602 29.66289 1
"919" 86.65589 55.57564 1
"920" 99.15893 52.47324 1
"921" 94.72915 52.69107 1
"922" 97.6698 50.96673 1
"923" 65.80977 38.88157 1
"924" 1.767044 21.91433 1
"925" 67.56076 43.3687 1
"926" 95.77036 50.62623 1
"927" 25.58616 30.3796 1
"928" 97.4685 54.50356 1
"929" 20.46945 29.10674 1
"930" 86.30553 53.91276 1
"931" 40.57666 35.3694 1
"932" 45.51753 35.91893 1
"933" 65.62365 45.12097 1
"934" 18.86044 32.28138 1
"935" 97.34157 59.3746 1
"936" 32.88448 33.66435 1
"937" 62.68195 44.89716 1
"938" 95.0692 55.82071 1
"939" 94.30306 58.51887 1
"940" 99.28038 57.60564 1
"941" 51.63751 43.34904 1
"942" 8.647568 23.46186 1
"943" 43.93526 41.89934 1
"944" 27.61149 35.11642 1
"945" 63.26899 41.01595 1
"946" 46.69908 41.63325 1
"947" 46.90546 35.15215 1
"948" 14.94338 33.25207 1
"949" 2.496441 22.84907 1
"950" 3.052405 28.69652 1
"951" 36.5883 33.98227 1
"952" 67.09173 45.56625 1
"953" 93.10806 52.7833 1
"954" 94.5724 54.96383 1
"955" 44.05596 35.66524 1
"956" 33.79942 34.35487 1
"957" 50.41871 35.36572 1
"958" 64.02275 43.42436 1
"959" 41.18016 40.56832 1
"960" 26.68168 32.43929 1
"961" 26.18069 31.99302 1
"962" 99.58774 55.56258 1
"963" 82.12785 54.31836 1
"964" 25.86646 28.75774 1
"965" 57.41279 48.83719 1
"966" 94.70347 51.27781 1
"967" 70.78979 44.02689 1
"968" 50.09192 40.14344 1
"969" 93.55673 49.08416 1
"970" 75.51095 42.96972 1
"971" 35.50759 27.12692 1
"972" 57.2623 43.7836 1
"973" 18.10044 28.20525 1
"974" 98.69179 50.28043 1
"975" 61.14152 48.55715 1
"976" 69.05044 48.23979 1
"977" 10.42906 31.62716 1
"978" 40.39286 36.40632 1
"979" 11.37304 24.08037 1
"980" 89.52535 54.68989 1
"981" 21.71603 31.76397 1
"982" 82.80281 49.08333 1
"983" 85.37306 45.71107 1
"984" 25.58093 32.87095 1
"985" 99.04882 56.67112 1
"986" 11.11378 26.46518 1
"987" 57.13999 46.53211 1
"988" 88.4155 52.19085 1
"989" 32.15179 35.27223 1
"990" 26.19269 39.55702 1
"991" 30.31639 29.66052 1
"992" 67.32976 54.4998 1
"993" 68.0358 47.66241 1
"994" 15.10325 29.23669 1
"995" 65.8444 49.38678 1
"996" 31.6624 30.13973 1
"997" 9.912738 31.422 1
"998" 78.85075 46.42045 1
"999" 78.46763 48.74484 1
"1000" 42.1632 38.38622 1
"1001" 54.15202 43.78855 1
"1002" 82.07133 53.46442 1
"1003" 38.58339 37.93877 1
"1004" 21.4465 32.09203 1
"1005" 10.48938 25.86977 1
"1006" 89.93662 51.41224 1
"1007" 6.386297 22.90431 1
"1008" 78.84592 52.84099 1
"1009" 45.72015 40.19591 1
"1010" 88.7708 54.70544 1
"1011" 83.66699 45.90206 1
"1012" 86.31956 52.75018 1
"1013" 1.014452 34.00821 1
"1014" 14.18405 30.41264 1
"1015" 61.13289 44.20813 1
"1016" 39.77245 38.00518 1
"1017" 0.6624283 31.21427 1
"1018" 13.04964 31.33115 1
"1019" 6.292318 25.82387 1
"1020" 23.55428 35.23522 1
"1021" 15.07643 33.03162 1
"1022" 66.54083 43.45352 1
"1023" 76.7656 48.8097 1
"1024" 94.58202 54.15661 1
"1025" 31.64931 38.21978 1
"1026" 55.44027 40.93155 1
"1027" 60.50469 43.7472 1
"1028" 21.10237 33.11301 1
"1029" 46.64883 35.21523 1
"1030" 93.88356 56.42966 1
"1031" 74.42415 51.87445 1
"1032" 48.55208 34.76057 1
"1033" 77.36076 46.49345 1
"1034" 39.90639 43.62103 1
"1035" 84.98659 46.2731 1
"1036" 10.55678 28.44613 1
"1037" 16.67575 33.515 1
"1038" 40.19498 39.66281 1
"1039" 14.34955 30.77322 1
"1040" 85.44281 51.99629 1
"1041" 44.23029 43.14975 1
"1042" 17.4215 33.62691 1
"1043" 95.9317 53.02362 1
"1044" 62.54109 47.90638 1
"1045" 57.49703 43.0436 1
"1046" 53.27226 43.53044 1
"1047" 74.27837 48.35795 1
"1048" 48.62632 39.1292 1
"1049" 14.14867 30.11899 1
"1050" 60.5695 38.12707 1
"1051" 60.90674 44.53683 1
"1052" 1.565107 28.4203 1
"1053" 12.43835 30.87364 1
"1054" 94.00805 50.49293 1
"1055" 79.26487 44.29292 1
"1056" 44.55592 42.81228 1
"1057" 18.08511 31.56707 1
"1058" 60.13987 41.48865 1
"1059" 71.4708 47.97046 1
"1060" 70.03911 46.89081 1
"1061" 80.13326 53.35201 1
"1062" 44.1722 39.62952 1
"1063" 19.54998 31.38216 1
"1064" 2.180399 25.51476 1
"1065" 53.83483 44.63975 1
"1066" 41.29421 42.54719 1
"1067" 38.38986 34.7362 1
"1068" 35.62938 40.39492 1
"1069" 0.994043 26.20379 1
"1070" 95.51823 49.76706 1
"1071" 20.19704 33.88571 1
"1072" 74.1467 47.39682 1
"1073" 67.48544 43.95703 1
"1074" 39.75164 40.19656 1
"1075" 32.42724 34.77527 1
"1076" 98.17242 53.2193 1
"1077" 77.81228 47.5135 1
"1078" 95.81614 56.34474 1
"1079" 86.71028 52.81788 1
"1080" 26.60403 30.86784 1
"1081" 93.8136 58.0987 1
"1082" 82.24152 51.39663 1
"1083" 96.25013 49.24504 1
"1084" 75.19208 43.84913 1
"1085" 25.21608 28.14905 1
"1086" 33.58588 34.47374 1
"1087" 57.50902 45.04336 1
"1088" 24.36556 28.55993 1
"1089" 45.05861 31.59933 1
"1090" 45.1305 38.87977 1
"1091" 73.36479 44.16534 1
"1092" 88.89343 51.50155 1
"1093" 95.04024 52.70792 1
"1094" 0.9145885 22.3536 1
"1095" 67.7524 45.82714 1
"1096" 21.01636 35.19791 1
"1097" 12.16914 32.83165 1
"1098" 72.2271 52.05918 1
"1099" 92.56008 53.98711 1
"1100" 31.77127 30.23628 1
"1101" 22.07571 27.98939 1
"1102" 74.30505 45.72452 1
"1103" 31.28624 34.21379 1
"1104" 55.66831 36.81787 1
"1105" 22.28145 29.78863 1
"1106" 78.38851 48.94241 1
"1107" 38.45435 35.75499 1
"1108" 8.55208 29.95236 1
"1109" 84.23623 46.75743 1
"1110" 9.906732 30.66407 1
"1111" 42.9854 42.45099 1
"1112" 10.31411 26.14576 1
"1113" 44.10017 41.64826 1
"1114" 10.56029 26.42142 1
"1115" 95.1468 53.29574 1
"1116" 46.69252 40.00283 1
"1117" 27.44375 33.81879 1
"1118" 65.12411 40.92754 1
"1119" 47.95051 39.52562 1
"1120" 68.33825 42.79119 1
"1121" 21.22928 30.90104 1
"1122" 4.88931 19.14332 1
"1123" 33.88467 35.48465 1
"1124" 36.08459 40.73582 1
"1125" 8.107422 25.7744 1
"1126" 39.9137 43.58882 1
"1127" 5.953922 26.95503 1
"1128" 89.68949 50.6109 1
"1129" 75.71223 45.72005 1
"1130" 56.55635 39.87011 1
"1131" 32.76921 31.66739 1
"1132" 24.85179 31.65873 1
"1133" 60.64757 43.62864 1
"1134" 38.43443 35.8663 1
"1135" 14.92055 32.83992 1
"1136" 94.85253 58.77937 1
"1137" 86.28915 51.79913 1
"1138" 94.58116 48.60579 1
"1139" 76.0839 44.79779 1
"1140" 64.03719 43.47901 1
"1141" 83.46305 49.5467 1
"1142" 78.11237 53.92849 1
"1143" 58.78732 44.5173 1
"1144" 43.13647 35.85574 1
"1145" 26.64372 35.48125 1
"1146" 92.84362 50.53765 1
"1147" 23.35974 36.11708 1
"1148" 40.71138 35.24513 1
"1149" 24.88161 33.49725 1
"1150" 36.24686 36.9391 1
"1151" 7.103488 22.40598 1
"1152" 36.20333 39.52214 1
"1153" 38.3338 34.67302 1
"1154" 9.832187 29.5129 1
"1155" 14.41172 30.70928 1
"1156" 43.46762 36.41998 1
"1157" 71.6219 48.89882 1
"1158" 35.13523 37.18799 1
"1159" 93.94939 51.19673 1
"1160" 68.88502 39.98947 1
"1161" 74.6668 44.60689 1
"1162" 76.25624 46.31941 1
"1163" 79.99568 49.57217 1
"1164" 84.1591 49.05211 1
"1165" 63.87272 46.775 1
"1166" 74.80128 49.25819 1
"1167" 61.72179 40.11323 1
"1168" 60.15628 44.03204 1
"1169" 58.72246 46.19154 1
"1170" 24.05614 33.67111 1
"1171" 69.97463 46.13348 1
"1172" 3.645875 25.24046 1
"1173" 3.240414 18.94231 1
"1174" 54.65959 39.08195 1
"1175" 32.74901 35.55042 1
"1176" 90.30668 49.86207 1
"1177" 63.24092 43.60153 1
"1178" 52.06441 43.64275 1
"1179" 68.69176 47.04808 1
"1180" 68.99836 42.1316 1
"1181" 27.35761 29.84919 1
"1182" 37.54268 35.89224 1
"1183" 96.4244 53.42393 1
"1184" 33.19852 35.13069 1
"1185" 47.21742 42.3763 1
"1186" 68.93761 39.18056 1
"1187" 51.24654 43.68798 1
"1188" 77.41105 54.64949 1
"1189" 74.87103 47.7919 1
"1190" 41.03488 35.92601 1
"1191" 39.80624 39.3152 1
"1192" 37.72901 41.28834 1
"1193" 12.80962 31.56902 1
"1194" 80.83347 50.73608 1
"1195" 85.89987 52.37882 1
"1196" 23.87139 28.30719 1
"1197" 68.61594 48.76714 1
"1198" 60.76045 41.41439 1
"1199" 43.0121 33.8306 1
"1200" 49.85679 40.10495 1
"1201" 46.07172 40.77993 1
"1202" 86.80922 48.45452 1
"1203" 79.57094 41.9131 1
"1204" 0.3598613 22.78993 1
"1205" 17.03264 25.22801 1
"1206" 48.85067 40.30456 1
"1207" 26.62219 29.51432 1
"1208" 43.23415 34.12413 1
"1209" 87.21662 52.2472 1
"1210" 22.20751 30.4855 1
"1211" 16.52617 34.91869 1
"1212" 61.13637 39.83418 1
"1213" 57.77314 40.60028 1
"1214" 61.67186 36.70989 1
"1215" 20.35667 31.04451 1
"1216" 55.92328 43.87673 1
"1217" 10.15595 25.96104 1
"1218" 14.8412 34.28687 1
"1219" 10.95329 29.75559 1
"1220" 52.53672 43.2859 1
"1221" 25.62623 31.65115 1
"1222" 15.75652 29.6765 1
"1223" 56.42386 41.32517 1
"1224" 63.80745 44.5317 1
"1225" 4.304829 25.5517 1
"1226" 79.71686 49.79076 1
"1227" 66.24948 46.64721 1
"1228" 4.541798 29.99513 1
"1229" 4.334923 23.0825 1
"1230" 96.02013 54.22865 1
"1231" 1.011927 23.81358 1
"1232" 65.42836 37.71128 1
"1233" 49.25428 39.80575 1
"1234" 53.37036 38.44701 1
"1235" 27.27379 34.58741 1
"1236" 29.31773 34.71804 1
"1237" 14.53316 26.85064 1
"1238" 69.10269 45.72669 1
"1239" 93.14847 45.80622 1
"1240" 27.18646 35.06246 1
"1241" 60.81971 41.51545 1
"1242" 62.25009 44.76184 1
"1243" 12.74571 32.87847 1
"1244" 8.648203 30.11402 1
"1245" 27.75039 35.84916 1
"1246" 98.00576 55.00549 1
"1247" 82.51097 44.0887 1
"1248" 35.26301 33.20937 1
"1249" 94.77466 54.28228 1
"1250" 54.11002 38.62511 1
"1251" 76.96267 48.27716 1
"1252" 29.66533 35.52673 1
"1253" 48.30672 36.62922 1
"1254" 38.13944 30.76129 1
"1255" 6.014479 25.67509 1
"1256" 3.542365 26.9714 1
"1257" 42.79527 36.27031 1
"1258" 86.57062 50.27412 1
"1259" 39.56741 33.89972 1
"1260" 72.69434 48.31584 1
"1261" 58.03984 49.3585 1
"1262" 1.853804 29.31002 1
"1263" 39.2179 31.46602 1
"1264" 98.48727 52.42942 1
"1265" 48.77371 38.25323 1
"1266" 94.10563 54.04864 1
"1267" 83.92847 47.52091 1
"1268" 17.95158 28.20647 1
"1269" 95.01048 56.11727 1
"1270" 85.99232 56.799 1
"1271" 78.49157 49.26422 1
"1272" 56.95004 47.07594 1
"1273" 30.26514 40.04051 1
"1274" 2.2786 27.37395 1
"1275" 13.82421 25.73971 1
"1276" 7.102759 32.72377 1
"1277" 91.6582 51.15574 1
"1278" 92.77932 48.825 1
"1279" 36.63238 33.29158 1
"1280" 39.29345 39.26251 1
"1281" 9.933824 31.0824 1
"1282" 65.13605 43.15685 1
"1283" 53.6407 41.0724 1
"1284" 6.007176 26.99028 1
"1285" 43.77612 34.51828 1
"1286" 7.929952 25.76094 1
"1287" 84.93139 49.95213 1
"1288" 10.6553 28.12178 1
"1289" 50.56388 41.96685 1
"1290" 53.51782 44.28866 1
"1291" 47.09897 37.74436 1
"1292" 75.5023 52.83143 1
"1293" 77.91595 51.85281 1
"1294" 49.98511 38.98042 1
"1295" 94.74432 51.05827 1
"1296" 92.95188 53.48661 1
"1297" 1.339721 26.39889 1
"1298" 42.30414 37.55673 1
"1299" 78.07794 49.92038 1
"1300" 97.5904 54.14107 1
"1301" 15.3421 28.34967 1
"1302" 98.76406 49.13309 1
"1303" 84.26995 46.11663 1
"1304" 95.15149 48.84324 1
"1305" 85.6029 50.39897 1
"1306" 82.6388 48.38061 1
"1307" 81.20543 48.51104 1
"1308" 52.12943 42.5144 1
"1309" 40.88581 37.22235 1
"1310" 88.90546 51.78046 1
"1311" 56.23732 48.52531 1
"1312" 78.77465 45.56763 1
"1313" 84.84227 51.4582 1
"1314" 34.36649 38.98149 1
"1315" 83.91218 48.75046 1
"1316" 58.07242 43.71855 1
"1317" 83.82288 55.54179 1
"1318" 87.88743 54.41362 1
"1319" 14.28755 25.4062 1
"1320" 1.782012 27.96936 1
"1321" 16.05546 27.62314 1
"1322" 73.18263 46.77164 1
"1323" 60.92303 38.09319 1
"1324" 21.70118 32.4414 1
"1325" 88.13552 49.91069 1
"1326" 32.5819 39.13367 1
"1327" 92.99683 51.38844 1
"1328" 52.77596 45.58374 1
"1329" 89.61299 57.29454 1
"1330" 56.79535 44.80744 1
"1331" 22.14588 28.86264 1
"1332" 5.707919 27.34571 1
"1333" 88.0762 48.06525 1
"1334" 85.75426 55.32975 1
"1335" 62.96912 42.48697 1
"1336" 51.57445 40.29388 1
"1337" 28.01765 35.10744 1
"1338" 34.8102 35.88959 1
"1339" 59.93217 43.16594 1
"1340" 91.23175 54.05089 1
"1341" 58.87559 48.60615 1
"1342" 32.27531 36.4666 1
"1343" 62.24922 41.83992 1
"1344" 88.9535 58.26649 1
"1345" 28.569 41.6209 1
"1346" 82.12865 54.42593 1
"1347" 52.80956 40.90731 1
"1348" 2.111467 24.43811 1
"1349" 19.12803 26.60918 1
"1350" 19.89675 31.78079 1
"1351" 14.09274 24.08006 1
"1352" 13.10906 23.5254 1
"1353" 27.85388 30.73693 1
"1354" 62.4575 44.85667 1
"1355" 8.41542 31.58077 1
"1356" 84.34779 47.26526 1
"1357" 72.26583 42.30737 1
"1358" 29.64892 32.31441 1
"1359" 45.30962 30.82323 1
"1360" 84.13946 50.82744 1
"1361" 80.27504 46.67568 1
"1362" 63.73686 43.44632 1
"1363" 5.919486 23.41308 1
"1364" 89.26754 48.33176 1
"1365" 73.25422 50.44884 1
"1366" 55.27571 46.07232 1
"1367" 20.92501 34.25483 1
"1368" 43.42269 37.35513 1
"1369" 95.62373 53.13751 1
"1370" 70.11113 42.13514 1
"1371" 39.30627 34.95224 1
"1372" 54.61295 40.0625 1
"1373" 10.81947 29.1643 1
"1374" 34.94499 35.90139 1
"1375" 42.01807 29.95346 1
"1376" 90.5457 51.33489 1
"1377" 78.63503 51.47761 1
"1378" 0.6762163 24.6956 1
"1379" 58.25274 43.57948 1
"1380" 11.07543 29.15833 1
"1381" 86.6315 47.70813 1
"1382" 12.07438 23.56254 1
"1383" 68.8685 46.8469 1
"1384" 96.12264 59.05788 1
"1385" 80.24846 46.45018 1
"1386" 38.16112 30.3476 1
"1387" 65.83267 43.40657 1
"1388" 59.29691 45.24537 1
"1389" 73.79422 43.70743 1
"1390" 51.50709 41.61537 1
"1391" 58.77429 45.99624 1
"1392" 84.81764 49.49368 1
"1393" 61.02322 40.71286 1
"1394" 77.85686 50.10254 1
"1395" 10.61887 31.39849 1
"1396" 83.84448 50.00049 1
"1397" 64.55123 36.59151 1
"1398" 87.8531 51.81682 1
"1399" 98.10714 51.8557 1
"1400" 19.35851 28.56781 1
"1401" 65.68083 45.52546 1
"1402" 48.16706 35.68054 1
"1403" 46.12696 38.60974 1
"1404" 89.16549 53.65513 1
"1405" 74.0705 45.00962 1
"1406" 48.37185 42.55394 1
"1407" 8.697452 27.93558 1
"1408" 77.28153 47.06175 1
"1409" 52.55726 41.12256 1
"1410" 82.89115 51.98495 1
"1411" 36.00877 34.33587 1
"1412" 83.56437 51.80548 1
"1413" 76.54902 44.34317 1
"1414" 44.91163 38.61543 1
"1415" 36.00092 36.0685 1
"1416" 4.130289 26.18217 1
"1417" 24.70294 31.06402 1
"1418" 31.35063 38.58183 1
"1419" 48.99593 39.37846 1
"1420" 8.66229 27.77238 1
"1421" 62.71419 46.6479 1
"1422" 37.15041 38.15159 1
"1423" 11.20596 29.26865 1
"1424" 36.2934 34.46546 1
"1425" 15.53807 31.17362 1
"1426" 16.82797 27.05663 1
"1427" 24.12723 29.92921 1
"1428" 21.33277 33.10225 1
"1429" 25.60254 35.57202 1
"1430" 53.33195 44.21865 1
"1431" 16.5847 31.41803 1
"1432" 57.87488 43.03062 1
"1433" 88.89168 49.53311 1
"1434" 60.47904 37.55775 1
"1435" 58.24107 41.3779 1
"1436" 63.39693 47.21809 1
"1437" 48.4693 38.31999 1
"1438" 42.48133 34.80612 1
"1439" 60.40401 49.23016 1
"1440" 0.7390126 20.46045 1
"1441" 64.46486 44.46937 1
"1442" 27.51749 35.20149 1
"1443" 97.84341 57.07417 1
"1444" 22.15879 33.688 1
"1445" 91.96908 46.49808 1
"1446" 83.58151 52.88783 1
"1447" 72.02081 47.4511 1
"1448" 47.65385 35.49529 1
"1449" 52.68013 41.76278 1
"1450" 49.60085 42.52376 1
"1451" 81.503 45.71954 1
"1452" 11.95357 32.42489 1
"1453" 73.64771 52.64207 1
"1454" 41.81559 38.7968 1
"1455" 30.04578 33.31545 1
"1456" 26.47543 34.87783 1
"1457" 62.47159 40.65608 1
"1458" 40.75906 36.45631 1
"1459" 40.5008 34.95885 1
"1460" 60.68199 40.32661 1
"1461" 45.40123 39.09607 1
"1462" 19.69396 34.18342 1
"1463" 79.572 50.33123 1
"1464" 82.83257 47.94267 1
"1465" 83.70851 51.88842 1
"1466" 10.42893 32.20348 1
"1467" 87.75999 50.4599 1
"1468" 71.60409 48.45458 1
"1469" 14.06053 30.43044 1
"1470" 93.63872 54.20488 1
"1471" 0.7878426 25.58357 1
"1472" 69.78739 46.12841 1
"1473" 50.68248 39.99444 1
"1474" 43.45453 39.59881 1
"1475" 86.22533 50.17767 1
"1476" 61.91779 46.03465 1
"1477" 60.10379 42.09269 1
"1478" 18.62005 33.08203 1
"1479" 92.17504 55.53978 1
"1480" 35.98172 33.38662 1
"1481" 72.37764 40.57691 1
"1482" 99.8647 55.44929 1
"1483" 68.48166 44.24561 1
"1484" 65.11908 38.46635 1
"1485" 90.67457 50.12936 1
"1486" 24.40916 30.8057 1
"1487" 3.960703 25.18365 1
"1488" 15.97214 33.98635 1
"1489" 97.06804 51.83293 1
"1490" 69.2918 47.1345 1
"1491" 56.94517 42.69772 1
"1492" 56.06959 39.31497 1
"1493" 5.592677 28.81953 1
"1494" 56.50704 42.86214 1
"1495" 75.85129 48.18234 1
"1496" 86.6525 55.46424 1
"1497" 2.314852 21.78283 1
"1498" 93.8447 56.60249 1
"1499" 23.08981 36.16958 1
"1500" 77.027 47.94568 1
"1501" 35.91911 42.24662 1
"1502" 80.4305 50.4977 1
"1503" 75.14463 46.94911 1
"1504" 70.17302 42.6166 1
"1505" 96.94577 51.14058 1
"1506" 70.91063 46.90653 1
"1507" 13.08518 32.79241 1
"1508" 78.14942 44.13795 1
"1509" 6.809587 30.31332 1
"1510" 94.33607 51.80349 1
"1511" 1.608816 24.97144 1
"1512" 14.96802 26.93205 1
"1513" 23.18341 35.42545 1
"1514" 33.52728 34.98252 1
"1515" 20.26349 33.50707 1
"1516" 68.94277 47.67898 1
"1517" 73.6697 49.47607 1
"1518" 17.30339 33.72319 1
"1519" 54.69713 41.55237 1
"1520" 53.23512 37.81598 1
"1521" 92.46128 51.70735 1
"1522" 30.7334 34.42945 1
"1523" 26.00653 28.4948 1
"1524" 63.05425 41.88167 1
"1525" 88.64127 55.87826 1
"1526" 68.3633 46.03583 1
"1527" 39.24988 36.81032 1
"1528" 23.40592 31.32404 1
"1529" 14.231 31.71766 1
"1530" 27.15473 31.70975 1
"1531" 42.34337 34.65536 1
"1532" 48.98147 37.58086 1
"1533" 79.29403 53.16806 1
"1534" 23.38823 32.30209 1
"1535" 13.09866 27.17752 1
"1536" 56.1769 40.5963 1
"1537" 62.59547 46.4215 1
"1538" 86.9259 54.4062 1
"1539" 39.83108 31.64334 1
"1540" 70.4442 42.33584 1
"1541" 79.16048 49.57411 1
"1542" 48.73333 38.29129 1
"1543" 29.89008 30.97054 1
"1544" 53.63495 42.37327 1
"1545" 54.8601 42.85959 1
"1546" 79.69852 48.92203 1
"1547" 98.52236 55.75656 1
"1548" 51.69072 41.32053 1
"1549" 89.38837 55.48445 1
"1550" 87.52984 48.52892 1
"1551" 39.41756 35.87503 1
"1552" 58.15098 41.31127 1
"1553" 0.2496357 23.71484 1
"1554" 96.61215 49.11887 1
"1555" 85.12761 47.36169 1
"1556" 29.30768 33.73819 1
"1557" 12.64531 30.914 1
"1558" 77.01796 47.5576 1
"1559" 25.29286 28.82549 1
"1560" 85.19408 54.2475 1
"1561" 49.86744 43.96578 1
"1562" 15.95852 25.96512 1
"1563" 17.60403 33.62397 1
"1564" 74.84497 44.49625 1
"1565" 33.08193 33.42247 1
"1566" 26.58973 29.13984 1
"1567" 3.040332 27.61388 1
"1568" 0.4376634 26.39771 1
"1569" 97.13912 45.94524 1
"1570" 56.04796 38.08755 1
"1571" 70.63143 52.79955 1
"1572" 52.80298 43.46648 1
"1573" 45.61858 46.71513 1
"1574" 56.30547 38.8218 1
"1575" 19.17958 30.58737 1
"1576" 76.14846 48.67582 1
"1577" 24.11654 32.27932 1
"1578" 79.66767 45.57553 1
"1579" 71.5364 43.95639 1
"1580" 64.13887 43.38018 1
"1581" 22.7671 33.58926 1
"1582" 81.59902 48.69055 1
"1583" 31.22247 33.81216 1
"1584" 89.19701 53.36656 1
"1585" 96.1057 55.00046 1
"1586" 48.29323 38.51169 1
"1587" 75.68817 51.42839 1
"1588" 40.37236 39.12077 1
"1589" 97.0513 53.80516 1
"1590" 5.667254 24.57228 1
"1591" 9.772566 26.82632 1
"1592" 26.77445 36.73235 1
"1593" 72.68634 46.30916 1
"1594" 37.40517 37.78125 1
"1595" 62.06144 46.84443 1
"1596" 89.6209 48.08368 1
"1597" 49.87962 38.76582 1
"1598" 12.03816 30.1464 1
"1599" 68.0141 44.14995 1
"1600" 74.90727 48.19026 1
"1601" 81.9894 54.58666 1
"1602" 29.63033 32.82248 1
"1603" 47.14508 42.18377 1
"1604" 83.32296 55.28545 1
"1605" 90.66158 45.6481 1
"1606" 22.61757 32.18335 1
"1607" 59.87838 46.78301 1
"1608" 48.8253 43.1074 1
"1609" 79.59364 49.19685 1
"1610" 96.9934 54.85456 1
"1611" 0.2274804 25.77726 1
"1612" 3.496821 24.20052 1
"1613" 29.82114 37.32995 1
"1614" 53.24565 42.22336 1
"1615" 7.156292 23.41588 1
"1616" 54.91475 42.06044 1
"1617" 51.88323 38.32044 1
"1618" 55.09342 38.20053 1
"1619" 94.27524 53.19663 1
"1620" 47.98952 38.45675 1
"1621" 71.98585 45.85249 1
"1622" 1.747468 27.87263 1
"1623" 28.0527 30.54736 1
"1624" 14.84112 27.36526 1
"1625" 65.90683 41.42789 1
"1626" 46.94473 43.02332 1
"1627" 37.50216 33.24143 1
"1628" 56.88602 41.22068 1
"1629" 22.71875 33.0788 1
"1630" 87.92342 49.07693 1
"1631" 67.20063 47.65089 1
"1632" 9.80347 24.34286 1
"1633" 79.64641 48.01775 1
"1634" 50.51558 42.3862 1
"1635" 48.93661 40.15831 1
"1636" 81.53623 48.40423 1
"1637" 20.96569 26.52918 1
"1638" 78.26793 44.78145 1
"1639" 12.78153 27.48859 1
"1640" 60.30503 42.77777 1
"1641" 57.6868 36.66702 1
"1642" 59.56726 43.04436 1
"1643" 47.23202 38.99645 1
"1644" 64.84416 49.93434 1
"1645" 53.63134 41.81747 1
"1646" 81.72666 48.81898 1
"1647" 11.56848 29.0332 1
"1648" 35.50422 37.3383 1
"1649" 67.63718 47.5052 1
"1650" 69.58022 48.84909 1
"1651" 43.28693 38.67564 1
"1652" 50.64372 42.94985 1
"1653" 17.40867 28.61572 1
"1654" 30.93114 37.49836 1
"1655" 97.20762 56.57404 1
"1656" 67.15383 45.84159 1
"1657" 83.29128 48.29908 1
"1658" 84.16314 52.55305 1
"1659" 50.85137 41.26712 1
"1660" 71.72906 45.38146 1
"1661" 62.62469 38.40322 1
"1662" 97.82658 52.44305 1
"1663" 58.23171 35.6004 1
"1664" 77.60028 45.79296 1
"1665" 23.96028 33.83841 1
"1666" 69.11939 40.98256 1
"1667" 72.33928 42.38181 1
"1668" 74.5164 48.41678 1
"1669" 64.49097 45.78595 1
"1670" 82.75498 41.75187 1
"1671" 18.99409 30.75844 1
"1672" 3.447188 26.32336 1
"1673" 61.72358 44.09082 1
"1674" 48.69656 39.50975 1
"1675" 22.1065 32.1408 1
"1676" 30.45277 37.08619 1
"1677" 6.12629 20.76492 1
"1678" 42.98763 39.52286 1
"1679" 20.43954 32.11196 1
"1680" 37.53567 37.20684 1
"1681" 8.294981 31.1614 1
"1682" 68.32833 44.61948 1
"1683" 56.27852 45.91672 1
"1684" 53.55706 41.33708 1
"1685" 82.28083 52.79683 1
"1686" 36.63912 39.90875 1
"1687" 33.37004 29.50374 1
"1688" 81.00786 50.0565 1
"1689" 92.54916 52.8211 1
"1690" 22.47537 33.48179 1
"1691" 66.87508 42.91668 1
"1692" 79.91264 44.66292 1
"1693" 38.7694 40.44723 1
"1694" 0.9552445 26.7035 1
"1695" 73.06765 44.46874 1
"1696" 87.07251 51.77256 1
"1697" 1.99946 28.70992 1
"1698" 32.00606 36.54868 1
"1699" 62.49534 38.94043 1
"1700" 59.5973 44.75799 1
"1701" 11.55392 32.15021 1
"1702" 97.09123 51.95004 1
"1703" 35.10765 28.71756 1
"1704" 20.11788 29.33519 1
