burnout	loc	cope	teaching	research	pastoral
BurntOut	16.47058824	24.42748092	58.18181818	52.08333333	50
BurntOut	21.76470588	23.66412214	67.27272727	56.25	85.18518519
BurntOut	17.64705882	41.22137405	65.45454545	45.83333333	55.55555556
BurntOut	18.23529412	22.90076336	54.54545455	66.66666667	44.44444444
BurntOut	19.41176471	25.95419847	43.63636364	70.83333333	48.14814815
BurntOut	17.05882353	22.90076336	52.72727273	95.83333333	53.7037037
BurntOut	15.29411765	41.22137405	60	58.33333333	46.2962963
BurntOut	20.58823529	38.16793893	41.81818182	66.66666667	46.2962963
BurntOut	15.29411765	29.00763359	61.81818182	45.83333333	55.55555556
BurntOut	15.88235294	24.42748092	40	47.91666667	46.2962963
BurntOut	15.29411765	35.8778626	61.81818182	72.91666667	68.51851852
BurntOut	34.70588235	22.90076336	56.36363636	54.16666667	53.7037037
BurntOut	15.88235294	24.42748092	52.72727273	41.66666667	64.81481481
BurntOut	21.76470588	25.95419847	58.18181818	39.58333333	62.96296296
BurntOut	21.76470588	25.19083969	61.81818182	60.41666667	68.51851852
BurntOut	17.05882353	27.48091603	50.90909091	62.5	50
BurntOut	15.88235294	39.69465649	49.09090909	62.5	38.88888889
BurntOut	29.41176471	46.5648855	72.72727273	62.5	57.40740741
BurntOut	18.23529412	37.40458015	50.90909091	64.58333333	29.62962963
BurntOut	22.94117647	25.19083969	52.72727273	64.58333333	61.11111111
BurntOut	21.17647059	26.71755725	56.36363636	79.16666667	53.7037037
BurntOut	17.64705882	27.48091603	52.72727273	47.91666667	53.7037037
BurntOut	26.47058824	26.71755725	40	68.75	37.03703704
BurntOut	26.47058824	29.00763359	54.54545455	47.91666667	48.14814815
BurntOut	50	41.98473282	72.72727273	31.25	59.25925926
BurntOut	18.82352941	49.61832061	74.54545455	70.83333333	92.59259259
BurntOut	25.29411765	47.32824427	72.72727273	75	83.33333333
BurntOut	18.23529412	35.11450382	49.09090909	54.16666667	40.74074074
BurntOut	28.23529412	48.85496183	61.81818182	64.58333333	74.07407407
BurntOut	24.70588235	52.67175573	80	43.75	59.25925926
BurntOut	19.41176471	29.00763359	61.81818182	81.25	64.81481481
BurntOut	18.82352941	38.93129771	63.63636364	56.25	74.07407407
BurntOut	22.35294118	30.53435115	47.27272727	72.91666667	42.59259259
BurntOut	21.76470588	45.03816794	74.54545455	68.75	68.51851852
BurntOut	19.41176471	35.11450382	49.09090909	70.83333333	70.37037037
BurntOut	38.23529412	34.35114504	61.81818182	68.75	61.11111111
BurntOut	24.70588235	47.32824427	72.72727273	45.83333333	51.85185185
BurntOut	20	35.8778626	56.36363636	79.16666667	59.25925926
BurntOut	29.41176471	55.72519084	85.45454545	64.58333333	68.51851852
BurntOut	39.41176471	40.45801527	72.72727273	43.75	66.66666667
BurntOut	25.29411765	72.51908397	74.54545455	45.83333333	68.51851852
BurntOut	20	36.64122137	56.36363636	87.5	62.96296296
BurntOut	28.23529412	45.80152672	41.81818182	50	29.62962963
BurntOut	25.88235294	41.98473282	60	29.16666667	38.88888889
BurntOut	21.76470588	38.93129771	61.81818182	91.66666667	68.51851852
BurntOut	28.23529412	35.11450382	54.54545455	47.91666667	61.11111111
BurntOut	22.35294118	48.09160305	72.72727273	68.75	64.81481481
BurntOut	47.64705882	30.53435115	58.18181818	31.25	62.96296296
BurntOut	21.76470588	58.01526718	74.54545455	56.25	68.51851852
BurntOut	21.76470588	45.03816794	50.90909091	45.83333333	62.96296296
BurntOut	24.11764706	47.32824427	61.81818182	52.08333333	68.51851852
BurntOut	22.35294118	66.41221374	76.36363636	58.33333333	75.92592593
BurntOut	34.11764706	35.11450382	49.09090909	70.83333333	51.85185185
BurntOut	22.94117647	50.38167939	69.09090909	72.91666667	66.66666667
BurntOut	35.88235294	36.64122137	54.54545455	64.58333333	72.22222222
BurntOut	23.52941176	41.22137405	60	68.75	57.40740741
BurntOut	30	38.16793893	49.09090909	47.91666667	38.88888889
BurntOut	30	38.16793893	58.18181818	58.33333333	61.11111111
BurntOut	42.94117647	39.69465649	94.54545455	60.41666667	87.03703704
BurntOut	27.05882353	38.93129771	52.72727273	33.33333333	44.44444444
BurntOut	24.11764706	57.2519084	87.27272727	41.66666667	62.96296296
BurntOut	24.70588235	38.93129771	63.63636364	72.91666667	72.22222222
BurntOut	43.52941176	54.96183206	72.72727273	31.25	68.51851852
BurntOut	31.76470588	45.03816794	50.90909091	45.83333333	70.37037037
BurntOut	45.29411765	42.7480916	67.27272727	35.41666667	59.25925926
BurntOut	32.94117647	56.48854962	61.81818182	45.83333333	55.55555556
BurntOut	27.64705882	70.99236641	85.45454545	75	64.81481481
BurntOut	27.05882353	48.85496183	61.81818182	33.33333333	75.92592593
BurntOut	30	51.14503817	78.18181818	47.91666667	66.66666667
BurntOut	28.82352941	55.72519084	45.45454545	52.08333333	38.88888889
BurntOut	31.17647059	92.36641221	92.72727273	45.83333333	100
BurntOut	31.17647059	53.4351145	61.81818182	62.5	62.96296296
BurntOut	31.17647059	83.20610687	74.54545455	35.41666667	87.03703704
BurntOut	32.94117647	67.9389313	65.45454545	41.66666667	79.62962963
BurntOut	36.47058824	54.19847328	65.45454545	62.5	72.22222222
BurntOut	33.52941176	58.77862595	80	64.58333333	75.92592593
BurntOut	51.76470588	54.96183206	61.81818182	56.25	59.25925926
BurntOut	35.29411765	56.48854962	85.45454545	72.91666667	94.44444444
BurntOut	70	58.01526718	76.36363636	64.58333333	94.44444444
BurntOut	61.76470588	81.67938931	94.54545455	81.25	96.2962963
